"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AENJPLPP_01962",2591.51166899252,-4.20305264850605,0.0792463961402162,-53.0377765200741,0,0
"AENJPLPP_01963",3245.7843635188,-3.74405064350666,0.0742934541071417,-50.3954310443988,0,0
"AENJPLPP_01964",627.598711253385,-0.267234963381551,0.0936061984638639,-2.85488533630297,0.00430523694138214,0.00592758863986041
"AENJPLPP_01965",1355.85404737959,0.0190944135709222,0.080979443864769,0.23579334037918,0.813593036081407,0.838055507983395
"AENJPLPP_01966",428.86781102288,-1.16586055770968,0.109675322224973,-10.6301083421319,2.15861566566177e-26,5.65277771439484e-26
"AENJPLPP_01967",489.830773739073,-1.02328588851509,0.0967130790863846,-10.5806360233975,3.66462067590703e-26,9.56216434430221e-26
"AENJPLPP_01968",659.880554385697,-1.72349719017194,0.0977494371944059,-17.6317863267511,1.40458376081719e-69,6.4922982722217e-69
"AENJPLPP_01969",1363.92820329249,-0.483483584904366,0.0748163088952681,-6.46227529857391,1.03140234954476e-10,1.94020907097825e-10
"AENJPLPP_01970",37.600096385296,0.28612149410968,0.298024829094238,0.960059250698224,0.337025395575945,0.382469973467324
"AENJPLPP_01971",2992.99892099411,2.49576053944877,0.068156791246794,36.6179289516681,1.48289781988181e-293,2.46754197228334e-292
"AENJPLPP_01972",2144.17421795836,-2.26593315343007,0.0771433058845724,-29.3730366808564,1.21399485068799e-189,1.25360035645512e-188
"AENJPLPP_01973",3555.72781431512,-1.65890727321276,0.0685013861369749,-24.2171343787937,1.46833419630086e-129,1.08522568010866e-128
"AENJPLPP_01974",6.84129707551719,-1.95609178239004,0.756943262648528,-2.58419868293129,0.00976055492312049,0.0131222234238813
"AENJPLPP_01975",68.0245027215052,-0.918496783261788,0.229716573772229,-3.99839144463519,6.37744182266911e-05,9.8311861236699e-05
"AENJPLPP_01976",23.4430904491135,-1.26742524711391,0.383847319263025,-3.30189943633664,0.000960324934619846,0.0013843892126797
"AENJPLPP_01977",96.7806148913073,-0.874730734528678,0.199129201174082,-4.39277981014937,1.11910456662659e-05,1.7876206791095e-05
"AENJPLPP_01978",93.9765784618535,-0.272437794155442,0.196364399121447,-1.38740930318507,0.165316989788502,0.197215515880426
"AENJPLPP_01979",1542.38936721554,0.362974296841047,0.0716179789614204,5.06820078009429,4.015936703603e-07,6.74417974676583e-07
"AENJPLPP_01980",1967.65211460284,2.4633444579202,0.0753149913043205,32.7072262143232,1.23277588001527e-234,1.58142879409888e-233
"AENJPLPP_01981",1441.94428964961,4.21708972975954,0.100476910016333,41.9707346600731,0,0
"AENJPLPP_01982",1383.11375711232,1.96837782626728,0.0817909139776821,24.0659717631275,5.68075417083982e-128,4.13558903637139e-127
